TX_REF|TX_CHAVE|TX_VALOR
EQ_TipoConclusaoExecutada|MA_RI_RELIGABT_EXECSERV_0014|EXECUTADO COM MUDANÇA DE RAMAL
EQ_TipoConclusaoExecutada|MA_RI_RELIGABT_EXECSERV_0015|EXECUTADO LIGADO DIRETO/SEM PADRÃO
EQ_TipoConclusaoExecutada|MA_RI_RELIGABT_EXECSERV_0018|EXECUTADO COM IMOVEL FECHADO
EQ_TipoConclusaoExecutada|MA_RI_RELIGASI_EXCSERVI_0019|EXECUTADO- VERIFICAR CORTE INDEVIDO
EQ_TipoConclusaoExecutada|MA_RI_RELIGASI_EXECSERV_0001|SERVIÇO EXECUTADO
EQ_TipoConclusaoExecutada|MA_RI_RELIGASI_EXECSERV_0002|EXECUTADO COM FINANCIAMENTO DE PADRÃO
EQ_TipoConclusaoExecutada|MA_RI_RELIGASI_EXECSERV_0003|EXECUTADO COM TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_RI_RELIGASI_EXECSERV_0004|EXECUTADO COM TROCA DE MEDIDOR E FINANCIAMENTO DE PADRÃO
EQ_TipoConclusaoExecutada|MA_RI_RELIGASI_EXECSERV_0005|EXECUTADO-REGULARIZAÇÃO DE AUTO RELIGADO
EQ_TipoConclusaoExecutada|MA_RI_RELIGASI_EXECSERV_0007|RELIGADO SIMBOLICO
EQ_TipoConclusaoExecutada|MA_RI_RELIGASI_EXECSERV_0012|EXECUTADO COM MUDANÇA DE MEDIDOR DE LOCAL
EQ_TipoConclusaoExecutada|MA_RI_RELIGASI_EXECSERV_0013|EXECUTADO COM MUDANÇA DE MEDIDOR DE LOCAL E FINCIAMENTO DE PADRÃO
EQ_TipoConclusaoExecutada|MA_RI_RELIGASI_EXECSERV_0014|EXECUTADO COM MUDANÇA DE RAMAL
EQ_TipoConclusaoExecutada|MA_RI_RELIGASI_EXECSERV_0015|EXECUTADO COM MUDANÇA DE RAMAL E FINCIAMENTO DE PADRÃO
EQ_TipoConclusaoExecutada|MA_RI_RELIGASI_EXECSERV_0018|EXECUTADO COM IMOVEL FECHADO
EQ_TipoConclusaoExecutada|MA_TM_TMCONCEN_EXECUTTM_0001|SERVIÇO EXECUTADO (TM)
EQ_TipoConclusaoExecutada|MA_TM_TMCONCEN_VERCOMTM_0001|COMUNICAÇÃO ESTABELECIDA (TM)
EQ_TipoConclusaoExecutada|MA_TM_TMCONCEN_VERCOMTM_0002|COMUNICAÇÃO NÃO ESTABELECIDA (TM)
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_EXECTRPT_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_TROCAPAD_0001|SERVIÇO EXECUTADO C/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_TROCAPAD_0002|SERVIÇO EXECUTADO S/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_TROCAPAD_0030|EXEC.T. PAD.C/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_TROCAPAD_0031|EXEC.T. PAD. S/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_VISTPADR_0001|EXECUTADO TROCA PADRÃO C/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_VISTPADR_0002|EXECUTADO TROCA PADRÃO S/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_VISTPADR_0006|EXECUÇÃO DA VISTORIA
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_VISTPADR_0030|EXEC.T. PAD.C/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_VISTPADR_0031|EXEC.T. PAD. S/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_VISTPSAC_0001|EXECUTADO TROCA PADRÃO C/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_VISTPSAC_0002|EXECUTADO TROCA PADRÃO S/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_VISTPSAC_0003|EXECUÇÃO DA VISTORIA
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_VISTPSAC_0005|EXECUTADA COM VAGA P/ MEDIÇÃO REMOTA
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_VISTPSAC_0030|EXEC.T. PAD.C/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPABT_VISTPSAC_0031|EXEC.T. PAD. S/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_EXECTRPT_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPCATB_0001|SERVICO EXECUTADO C/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPCATB_0002|SERVICO EXECUTADO S/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPCATB_0030|EXEC.T. PAD.C/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPCATB_0031|EXEC.T. PAD. S/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPCATC_0001|SERVICO EXECUTADO C/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPCATC_0002|SERVICO EXECUTADO S/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPCATC_0030|EXEC.T. PAD.C/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPCATC_0031|EXEC.T. PAD. S/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPSATB_0001|SERVICO EXECUTADO C/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPSATB_0002|SERVICO EXECUTADO S/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPSATB_0030|EXEC.T. PAD.C/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPSATB_0031|EXEC.T. PAD. S/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPSATC_0001|SERVICO EXECUTADO C/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPSATC_0002|SERVICO EXECUTADO S/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPSATC_0030|EXEC.T. PAD.C/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_TROPSATC_0031|EXEC.T. PAD. S/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0001|EXECUTADO TROCA PADRAO C/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0002|EXECUTADO TROCA PADRAO S/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0006|EXECUCAO DA VISTORIA
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0024|EXECUTADO VISTORIA COM FINANC. PADRAO
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0030|EXEC.T. PAD.C/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0031|EXEC.T. PAD. S/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0001|EXECUTADO TROCA PADRAO C/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0002|EXECUTADO TROCA PADRAO S/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0006|EXECUCAO DA VISTORIA
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0024|EXECUTADO VISTORIA COM FINANC. PADRAO
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0030|EXEC.T. PAD.C/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0031|EXEC.T. PAD. S/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0001|EXECUTADO TROCA PADRAO C/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0002|EXECUTADO TROCA PADRAO S/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0003|EXECUCAO DA VISTORIA
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0005|EXECUTADA COM VAGA P/ MEDICAO REMOTA
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0006|LIBERADA SEM VAGA P/ MEDICAO REMOTA
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0030|EXEC. T. PAD. C/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0031|EXEC. T. PAD. S/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0001|EXECUTADO TROCA PADRAO C/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0002|EXECUTADO TROCA PADRAO S/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0003|EXECUCAO DA VISTORIA
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0005|EXECUTADA COM VAGA P/ MEDICAO REMOTA
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0006|LIBERADA SEM VAGA P/ MEDICAO REMOTA
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0030|EXEC. T. PAD. C/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0031|EXEC. T. PAD. S/ TROCA MED. E FIN. DE PAD.
EQ_TipoConclusaoExecutada|TMCONCEN_EXECUTTM_0001|EXECUTADO (TM)
EQ_TipoConclusaoNaoExecutada|MA_CT_SPDEFTEC_SUSPTEC3_0004|Impedimento de Suspensão
EQ_TipoConclusaoNaoExecutada|MA_CT_SUSPFORN_SUSPENSA_0010|NÃO PERMITIU A SUSPENSÃO
EQ_TipoConclusaoNaoExecutada|MA_CT_SUSPFORN_SUSPENSA_0011|NÃO LOCALIZADO
EQ_TipoConclusaoNaoExecutada|MA_CT_SUSPFORN_SUSPENSA_0012|CONTINUA SUSPENSA
EQ_TipoConclusaoNaoExecutada|MA_CT_SUSPFORN_SUSPENSA_0013|SOBRAS
EQ_TipoConclusaoNaoExecutada|MA_CT_SUSPFORN_SUSPENSA_0016|NÃO SUSPENSO-INSTALAÇÃO EM MED.REMOTA
EQ_TipoConclusaoNaoExecutada|MA_CT_SUSPFORN_SUSPENSA_0019|DÉBITO PAGO
EQ_TipoConclusaoNaoExecutada|MA_CT_SUSPFORN_SUSPENSA_0020|DIFICIL ACESSO
EQ_TipoConclusaoNaoExecutada|MA_CT_SUSPFORN_SUSPENSA_0022|DEMOLIDO
EQ_TipoConclusaoNaoExecutada|MA_CT_SUSPFORN_SUSPENSA_0023|NEGOCIAÇÃO SEED MONEY
EQ_TipoConclusaoNaoExecutada|MA_CT_SUSPFORN_SUSPENSA_0024|OUTRO EQUIPAMENTO NO LOCAL
EQ_TipoConclusaoNaoExecutada|MA_DR_DESLORAM_DESLORAM_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_DS_DSBTPDCL_DESLIGAM_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_DS_DSBTPROV_DESLIGPV_0018|ATIVAR PARA DEFINITIVA
EQ_TipoConclusaoNaoExecutada|MA_DS_DSBTPROV_DESLIGPV_0019|RENOVAÇÃO DE LIGAÇÃO PROVISÓRIA
EQ_TipoConclusaoNaoExecutada|MA_DS_DSPROVAT_DSCHARED_0018|ATIVAR PARA DEFINITIVA
EQ_TipoConclusaoNaoExecutada|MA_DS_DSPROVAT_DSCHARED_0019|RENOVAÇÃO DE LIGAÇÃO PROVISÓRIA
EQ_TipoConclusaoNaoExecutada|MA_DS_DSTEMPOR_DESLIGAM_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_0002|IMPEDIDO PELO CLIENTE - NOTIFICADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_0003|IMPEDIDO PELO CONSUMIDOR - CORTADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_0004|IMÓVEL FECHADO - DESOCUPADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_0005|IMÓVEL DEMOLIDO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_0006|IMÓVEL FECHADO - OCUPADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_0007|ENDEREÇO NÃO LOCALIZADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_0009|NÃO REALIZADA - CAUSAS NATURAIS
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_0010|NÃO REALIZADA - IMÓV. CORTADO HABITADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_0011|NÃO REALIZADA - IMÓV. CORTADO DESABITADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_EXEC|MA_FS_FISCALI_EXEFISC_EXEC - EM EXECUÇÃO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_OFS01|CLIENTE SEM CARGA
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_OFS02|CLIENTE NÃO PERMITIU ACESSO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_OFS03|CLIENTE NÃO PERMITIU REALIZAÇÃO DO SERVIÇO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_OFS04|SOLICITAÇÃO EMERGENCIAL
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_OFS05|DEFICIÊNCIA TÉCNICA
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_OFS06|PENDÊNCIA CLIENTE
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCALI_EXEFISC_OFS07|PENDÊNCIA EMPRESA
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_EXEFISC_0002|IMPEDIDO PELO CLIENTE - NOTIFICADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_EXEFISC_0003|IMPEDIDO PELO CONSUMIDOR - CORTADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_EXEFISC_0004|IMÓVEL FECHADO - DESOCUPADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_EXEFISC_0005|IMÓVEL DEMOLIDO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_EXEFISC_0006|IMÓVEL FECHADO - OCUPADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_EXEFISC_0007|ENDEREÇO NÃO LOCALIZADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_EXEFISC_0009|NÃO REALIZADA - CAUSAS NATURAIS
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_EXEFISC_0010|NÃO REALIZADA - IMÓV. CORTADO HABITADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_EXEFISC_0011|NÃO REALIZADA - IMÓV. CORTADO DESABITADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_RETOCAMP_0001|PENDENCIA REGUALRIZADA
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_RETOCAMP_0002|IMPEDIDO PELO CLIENTE-CLIENTE NOTIFICADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_RETOCAMP_0003|IMPEDIDO PELO CONSUMIDOR-CLIENTE CORTADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_RETOCAMP_0004|IMOVEL FECHADO - DESOCUPADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_RETOCAMP_0005|IMOVEL DEMOLIDO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_RETOCAMP_0006|IMOVEL FECHADO - OCUPADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_RETOCAMP_0007|ENDERECO NAO LOCALIZADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_RETOCAMP_0009|NÃO REALIZADA - CAUSAS NATURAIS
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_RETOCAMP_0010|NÃO REALIZADA - IMOV. CORTADO HABITADO
EQ_TipoConclusaoNaoExecutada|MA_FS_FISCAVUL_RETOCAMP_0011|NÃO REALIZADA - IMOV. CORTADO DESATIVADO
EQ_TipoConclusaoNaoExecutada|MA_IS_INSPTECN_BARDMUFA_0004|IMPROCEDENTE
EQ_TipoConclusaoNaoExecutada|MA_IS_INSPTECN_INSPGERA_0003|CASA FECHADA - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_IS_INSPTECN_INSPGERA_0004|OBSTÁCULO IMPEDE A EXECUÇÃO - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_IS_INSPTECN_INSPGERA_0005|RISCO IMINENTE
EQ_TipoConclusaoNaoExecutada|MA_IS_INSPTECN_INSPGERA_0006|NÃO EXECUTADO - CLIENTE NÃO PERMITIU
EQ_TipoConclusaoNaoExecutada|MA_IS_INSPTECN_INSPGERA_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_IS_INSPTECN_SUBSRAMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_IS_INSPTECN_TRATRCLI_0006|IMPROCEDENTE
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_LIGACAO_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0004|ALTURA DA CAIXA FORA DE PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0006|CLIENTE EM ÁREA URBANA SEM ARRUAMENTO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0007|CAIXA DE MEDIÇÃO DETERIORADA (S/TAMPA, ETC.)
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0008|DISJUNTORES FORA DA ESPECIFICAÇÃO/INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0009|ELETRODUTO FORA DE PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0010|ENDEREÇO NÃO LOCALIZADO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0011|FALTA DE ATERRAMENTO DA CAIXA DE MEDIÇÃO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0012|FALTA DE REDE EM CONDOMÍNIO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0013|MÚLTIPLAS UNIDADES CONSUMIDORAS
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0014|OBSTÁCULO IMPEDE A EXECUÇÃO - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0015|PADRÃO INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0016|PADRÃO RECUADO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0018|SEM REDE E CLIENTE ACEITA FINANCIAMENTO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0019|SEM REDE E INSTALAÇÃO JÁ POSSUI PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0021|RURAL FALTA DE REDE E FALTA DE PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGANOVA_VISTORIA_0025|POSTE AVARIADO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_EXELIGNV_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_EXLIGNOV_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0004|ALTURA DA CAIXA FORA DE PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0006|CLIENTE EM ÁREA URBANA SEM ARRUAMENTO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0007|CAIXA DE MEDIÇÃO DETERIORADA (S/TAMPA, ETC.)
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0008|DISJUNTORES FORA DA ESPECIFICAÇÃO/INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0009|ELETRODUTO FORA DE PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0010|ENDEREÇO NÃO LOCALIZADO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0011|FALTA DE ATERRAMENTO DA CAIXA DE MEDIÇÃO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0012|FALTA DE REDE EM CONDOMÍNIO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0013|MÚLTIPLAS UNIDADES CONSUMIDORAS
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0014|OBSTÁCULO IMPEDE A EXECUÇÃO - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0015|PADRÃO INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0016|PADRÃO RECUADO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0018|SEM REDE E CLIENTE ACEITA FINANCIAMENTO [LN]
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0019|SEM REDE E INSTALAÇÃO JÁ POSSUI PADRÃO [LN]
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0021|RURAL FALTA DE REDE E FALTA DE PADRÃO [LN]
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISLGNVN_0025|POSTE AVARIADO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0004|ALTURA DA CAIXA FORA DE PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0006|CLIENTE EM ÁREA URBANA SEM ARRUAMENTO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0007|CAIXA DE MEDIÇÃO DETERIORADA (S/TAMPA, ETC.)
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0008|DISJUNTORES FORA DA ESPECIFICAÇÃO/INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0009|ELETRODUTO FORA DE PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0010|ENDEREÇO NÃO LOCALIZADO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0011|FALTA DE ATERRAMENTO DA CAIXA DE MEDIÇÃO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0012|FALTA DE REDE EM CONDOMÍNIO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0013|MÚLTIPLAS UNIDADES CONSUMIDORAS
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0014|OBSTÁCULO IMPEDE A EXECUÇÃO - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0015|PADRÃO INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0016|PADRÃO RECUADO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0018|SEM REDE E CLIENTE ACEITA FINANCIAMENTO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0019|SEM REDE E INSTALAÇÃO JÁ POSSUI PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0020|SEM REDE E FALTA DE PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0021|RURAL FALTA DE REDE E FALTA DE PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0025|POSTE AVARIADO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGNOVBT_VISTLGNV_0029|AREA DE GAMBIARRA
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGPROVI_EXELIGPR_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGPROVI_VISTLGPR_0004|ALTURA DA CAIXA FORA DE PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGPROVI_VISTLGPR_0006|CLIENTE EM ÁREA URBANA SEM ARRUAMENTO
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGPROVI_VISTLGPR_0007|CAIXA DE MEDIÇÃO DETERIORADA (S/TAMPA, ETC.)
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGPROVI_VISTLGPR_0008|DISJUNTORES FORA DA ESPECIFICAÇÃO/INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_LG_LIGPROVI_VISTLGPR_0009|ELETRODUTO FORA DE PADRÃO
